INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Estácio,ALUNO-299,,,,,,,,,,,,,,,
UNISA,ALUNO-300,,,,,,,,,,,,,,,
Escola Pública,ALUNO-301,2.0,P,8.188.103.917.267.910,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.919.672.919.672.910,7.5,8.0,6.875,Não,8.333.336.666.666.660,10.0
,ALUNO-302,0.0,M,7.873.412.973.084.880,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,8.271.221.532.091.090,7.5,7.033.333.333.333.330,5.625,Não,7.5,10.0
,ALUNO-303,,,,,,,,,,,,,,,
,ALUNO-304,0.0,V,7.461.086.814.000.810,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,7.403.337.403.337.400,7.5,6.266.666.666.666.660,5.9375,Sim,941.667,5.0
Rede Decisão/União,ALUNO-305,4.0,P,6.916.844.597.820.300,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.916.679.999.999.990,8.301.236.044.657.090,6.25,5.944.444.444.444.440,734.375,Não,70.833.275,5.0
Escola Pública,ALUNO-306,,,,,,,,,,,,,,,
,ALUNO-307,3.0,N,6.099.999,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,541.667,5.364.583.333.333.330,5.0,5.333.333.333.333.330,7.1875,Não,5.999.993.333.333.330,10.0
,ALUNO-308,0.0,K,8.196.890.131.054.130,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,898.860.398.860.399,7.5,9.516.666.666.666.660,5.625,Sim,841.667,5.0
Escola Pública,ALUNO-309,,,,,,,,,,,,,,,
,ALUNO-310,,,,,,,,,,,,,,,
,ALUNO-311,0.0,A,7.479.539.037.037.030,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.518.518.518.518.510,8.125,8.816.666.666.666.660,5.0,Não,6.75,5.0
Escola Pública,ALUNO-312,3.0,M,7.278.024.793.650.790,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708.333,819.047.619.047.619,5.0,6.777.777.777.777.770,734.375,Não,670.833,10.0
Escola Pública,ALUNO-313,1.0,J,7.073.794.270.531.400,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,8.743.961.352.657.000,5.0,6.833.333.333.333.330,5.416.666.666.666.660,Não,7.333.333.333.333.330,5.0
,ALUNO-314,2.0,L,640.785.501.494.477,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,641.668,8.671.215.074.723.840,5.625,4.666.666.666.666.660,6.25,Não,7.055.553.333.333.330,5.0
Escola Pública,ALUNO-315,,,,,,,,,,,,,,,
Escola Pública,ALUNO-316,3.0,N,5.671.800.072.463.760,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,666.667,5.095.108.695.652.170,7.5,3.0,6.25,Não,5.055.556.666.666.660,10.0
,ALUNO-317,0.0,U,7.412.495.022.283.370,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,6.999.961.778.083.550,7.5,7.583.333.333.333.330,5.625,Sim,866.667,5.0
Escola Pública,ALUNO-318,,,,,,,,,,,,,,,
Escola Pública,ALUNO-319,,,,,,,,,,,,,,,
,ALUNO-320,2.0,P,8.226.391.777.777.770,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,8.222.222.222.222.220,7.5,7.5,6.875,Não,8.222.226.666.666.660,10.0
Escola Pública,ALUNO-321,,,,,,,,,,,,,,,
,ALUNO-322,1.0,L,6.350.000.444.444.440,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,7.222.222.222.222.220,7.5,3.666.666.666.666.660,5.833.333.333.333.330,Não,6.944.436.666.666.660,5.0
Rede Decisão/União,ALUNO-323,1.0,B,6.322.731.276.895.940,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,691.668,9.217.813.051.146.380,5.0,5.083.333.333.333.330,6.041.666.666.666.660,Não,5.833.336.666.666.660,5.0
Escola Pública,ALUNO-324,,,,,,,,,,,,,,,
,ALUNO-325,0.0,N,3.898.064.782.135.070,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.302.832.244.008.710,4.375,1.666.666.666.666.660,5.0,Não,6.333.325,5.0
,ALUNO-326,0.0,Z,815.362.222.793.149,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.922.266.139.657.440,7.5,9.45,5.625,Sim,9.083.335,5.0
,ALUNO-327,0.0,Y,8.538.335,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.0,7.5,9.15,6.25,Sim,8.416.665,10.0
Escola Pública,ALUNO-328,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-329,,,,,,,,,,,,,,,
Escola Pública,ALUNO-330,3.0,G,7.958.056.222.222.220,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,8.575.000.000.000.000,7.5,6.611.111.111.111.110,8.125,Não,7.625,10.0
,ALUNO-331,1.0,K,8.622.225.333.333.330,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,10.0,5.625,9.25,6.041.666.666.666.660,Não,8.277.783.333.333.330,10.0
Escola Pública,ALUNO-332,2.0,F,8.750.002.666.666.660,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,10.0,7.5,8.75,6.666.666.666.666.660,Não,8.166.670.000.000.000,10.0
,ALUNO-333,0.0,Z,7.523.491.593.073.590,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,7.132.034.632.034.630,5.625,7.683.333.333.333.330,5.3125,Não,733.333,10.0
,ALUNO-334,0.0,Y,6.252.917,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,5.0,8.125,5.9,5.9375,Não,8.333.335,10.0
Escola Pública,ALUNO-335,,,,,,,,,,,,,,,
,ALUNO-336,0.0,B,7.172.291.906.282.800,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.215.624.531.414.000,7.5,6.25,5.625,Não,7.833.325,5.0
Rede Decisão/União,ALUNO-337,6.0,A,7.123.577.106.726.740,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,7.580.379.978.078.180,8.125,798.888.888.888.889,8.75,Sim,9.111.116.666.666.660,5.0
Escola Pública,ALUNO-338,,,,,,,,,,,,,,,
Escola Pública,ALUNO-339,,,,,,,,,,,,,,,
Escola Pública,ALUNO-340,5.0,C,5.717.800.478.632.470,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,6.073.717.948.717.940,7.5,2.494.444.444.444.440,6.875,Não,6.166.670.000.000.000,5.0
FIAP,ALUNO-341,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-342,3.0,A,7.024.874.570.707.070,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,8.825.757.575.757.570,4.375,6.277.777.777.777.770,8.75,Sim,8.458.337.499.999.990,10.0
Escola Pública,ALUNO-343,,,,,,,,,,,,,,,
Escola Pública,ALUNO-344,,,,,,,,,,,,,,,
Escola Pública,ALUNO-345,1.0,J,572.210.322.705.314,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.041.062.801.932.360,7.5,1.333.333.333.333.330,5.416.666.666.666.660,Não,6.777.776.666.666.660,5.0
Escola Pública,ALUNO-346,,,,,,,,,,,,,,,
,ALUNO-347,0.0,F,7.387.203.380.952.380,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,8.571.428.571.428.570,5.0,6.833.333.333.333.330,4.0625,Não,6.999.995,10.0
Escola Pública,ALUNO-348,1.0,J,6.589.433.478.260.870,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.815.217.391.304.340,7.5,3.666.666.666.666.660,6.041.666.666.666.660,Não,694.444,5.0
Escola Pública,ALUNO-349,,,,,,,,,,,,,,,
,ALUNO-350,0.0,K,8.480.834.141.954.660,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,8.608.324.043.106.650,7.5,9.066.666.666.666.660,5.625,Sim,841.667,10.0
,ALUNO-351,2.0,F,8.062.502.666.666.660,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,10.0,5.0,7.75,6.458.333.333.333.330,Não,7.833.336.666.666.660,10.0
,ALUNO-352,4.0,F,6.607.060.641.870.510,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,67.748.840.426.859,7.5,4.666.666.666.666.660,7.1875,Não,73.749.975,5.0
Escola Pública,ALUNO-353,,,,,,,,,,,,,,,
Escola Pública,ALUNO-354,,,,,,,,,,,,,,,
Escola Pública,ALUNO-355,,,,,,,,,,,,,,,
,ALUNO-356,0.0,K,6.602.085.000.000.000,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,5.833.333.333.333.330,4.375,7.916.666.666.666.660,5.3125,Não,6.916.665,5.0
,ALUNO-357,3.0,K,6.361.110.611.111.110,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916.668,5.694.444.444.444.440,7.5,5.111.111.111.111.110,7.5,Não,64.166.575,5.0
,ALUNO-358,7.0,D,6.112.499.666.666.660,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,8.333.333.333.333.330,5.0,3.5,6.875,Não,633.333,5.0
Escola Pública,ALUNO-359,3.0,I,7.925.542.577.808.900,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,7.709.305.944.600.060,7.5,6.944.444.444.444.440,828.125,Não,79.166.675,10.0
,ALUNO-360,3.0,L,5.938.541.333.333.330,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,666.667,5.083.333.333.333.330,5.625,3.833.333.333.333.330,734.375,Não,595.833,10.0
Escola Pública,ALUNO-361,,,,,,,,,,,,,,,
,ALUNO-362,3.0,A,7.992.900.671.071.320,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.171.099.744.245.520,7.5,6.111.111.111.111.110,828.125,Não,8.041.667.499.999.990,10.0
,ALUNO-363,0.0,G,7.420.353.564.102.560,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,8.737.179.487.179.480,7.5,7.833.333.333.333.330,4.0625,Não,7.249.995,5.0
Escola Pública,ALUNO-364,2.0,A,6.312.788.373.897.700,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.416.679.999.999.990,6.869.488.536.155.200,4.375,5.0,6.041.666.666.666.660,Não,577.778,10.0
Rede Decisão/União,ALUNO-365,7.0,A,5.951.307.967.320.260,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,446.764.705.882.353,5.625,5.011.111.111.111.110,5.625,Não,5.277.776.666.666.660,10.0
,ALUNO-366,3.0,M,5.557.388.706.349.200,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,541.666,6.851.190.476.190.470,6.25,3.055.555.555.555.550,734.375,Não,58.749.925,5.0
Escola Pública,ALUNO-367,,,,,,,,,,,,,,,
UNISA,ALUNO-368,,,,,,,,,,,,,,,
,ALUNO-369,5.0,B,6.487.826.797.385.620,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,7.605.800.653.594.770,7.5,5.0,5.416.666.666.666.660,Não,6.499.995,5.0
Escola Pública,ALUNO-370,4.0,F,7.692.119.104.617.600,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,7.780.032.467.532.460,5.625,8.555.555.555.555.550,8.125,Sim,85.833.375,5.0
Rede Decisão/União,ALUNO-371,,,,,,,,,,,,,,,
Escola Pública,ALUNO-372,,,,,,,,,,,,,,,
Escola Pública,ALUNO-373,5.0,C,5.711.969.322.455.320,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,6.646.998.834.498.830,5.0,2.911.111.111.111.110,703.125,Não,6.111.106.666.666.660,5.0
,ALUNO-374,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-375,3.0,B,8.155.073.214.424.950,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,8.893.762.183.235.860,5.625,6.688.888.888.888.880,859.375,Sim,8.5,10.0
,ALUNO-376,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-377,3.0,F,694.278.506.049.506,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708.333,808.025.308.025.308,5.0,4.722.222.222.222.220,765.625,Não,704.166,10.0
Rede Decisão/União,ALUNO-378,7.0,A,7.427.454.954.248.360,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,8.648.039.215.686.270,5.625,5.188.888.888.888.880,828.125,Não,7.388.886.666.666.660,10.0
Escola Pública,ALUNO-379,,,,,,,,,,,,,,,
FIAP,ALUNO-380,,,,,,,,,,,,,,,
Escola Pública,ALUNO-381,0.0,G,6.953.207.128.205.120,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.891.025.641.025.640,5.625,8.0,5.625,Não,7.25,5.0
FIAP,ALUNO-382,,,,,,,,,,,,,,,
Escola Pública,ALUNO-383,,,,,,,,,,,,,,,
,ALUNO-384,,,,,,,,,,,,,,,
Escola Pública,ALUNO-385,,,,,,,,,,,,,,,
,ALUNO-386,0.0,G,6.655.769.897.435.890,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,869.551.282.051.282,4.375,4.916.666.666.666.660,5.625,Não,791.666,5.0
Escola Pública,ALUNO-387,4.0,P,5.159.305.551.302.490,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,5.126.395.534.290.270,6.25,3.222.222.222.222.220,6.5625,Não,479.166,5.0
Escola Pública,ALUNO-388,2.0,A,6.445.768.751.322.750,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,8.756.613.756.613.750,7.5,2.5,5.833.333.333.333.330,Não,7.055.553.333.333.330,5.0
Escola Pública,ALUNO-389,,,,,,,,,,,,,,,
Escola Pública,ALUNO-390,,,,,,,,,,,,,,,
,ALUNO-391,0.0,J,8.057.507.539.961.010,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,9.245.857.699.805.060,5.625,9.0,5.625,Sim,916.667,5.0
,ALUNO-392,0.0,J,722.724.271.539.961,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.094.541.910.331.380,5.625,5.666.666.666.666.660,5.625,Não,7.499.995,10.0
Escola Pública,ALUNO-393,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-394,4.0,F,7.056.350.274.891.770,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.895.292.207.792.200,5.0,7.266.666.666.666.660,765.625,Não,77.916.675,2.5
,ALUNO-395,3.0,L,5.062.781.496.114.990,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916.668,4.077.797.202.797.200,7.5,2.777.777.777.777.770,6.25,Não,57.499.925,2.5
Escola Pública,ALUNO-396,6.0,A,6.241.624.113.546.860,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,6.083.816.678.845.450,7.5,4.988.888.888.888.880,7.1875,Não,6.333.329.999.999.990,5.0
Rede Decisão/União,ALUNO-397,,,,,,,,,,,,,,,
,ALUNO-398,0.0,H,6.931.326.757.575.750,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,587.121.212.121.212,5.625,5.566.666.666.666.660,5.3125,Não,7.999.995,10.0
Escola Pública,ALUNO-399,,,,,,,,,,,,,,,
Escola Pública,ALUNO-400,,,,,,,,,,,,,,,
Escola Pública,ALUNO-401,,,,,,,,,,,,,,,
,ALUNO-402,0.0,N,7.096.346.507.013.720,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,7.669.227.535.068.600,7.5,5.25,5.625,Não,6.999.995,10.0
,ALUNO-403,4.0,B,5.596.878.687.216.990,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.284.743.991.640.540,6.25,3.944.444.444.444.440,734.375,Não,695.833,10.0
Rede Decisão/União,ALUNO-404,5.0,L,8.940.600.419.054.800,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.660.633.484.162.890,8.125,8.511.111.111.111.110,8.4375,Sim,90.833.375,10.0
,ALUNO-405,1.0,L,7.011.141.486.631.010,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,838.903.743.315.508,7.5,3.916.666.666.666.660,5.833.333.333.333.330,Não,6.833.326.666.666.660,10.0
Escola Pública,ALUNO-406,1.0,C,7.808.336.000.000.000,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.166.666.666.666.660,7.5,9.166.666.666.666.660,6.25,Não,7.833.336.666.666.660,5.0
Rede Decisão/União,ALUNO-407,5.0,L,8.920.648.367.521.360,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.615.384.615.384.610,8.125,7.722.222.222.222.220,890.625,Sim,9.583.340.000.000.000,10.0
Escola Pública,ALUNO-408,,,,,,,,,,,,,,,
,ALUNO-409,2.0,U,6.380.177.212.121.210,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.75,8.393.939.393.939.390,5.0,5.5,6.041.666.666.666.660,Não,7.111.113.333.333.330,5.0
,ALUNO-410,0.0,V,519.770.335.978.836,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.132.275.132.275.130,7.5,5.366.666.666.666.660,5.3125,Não,6.583.325,5.0
,ALUNO-411,0.0,O,7.405.336.262.443.430,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.380.844.645.550.520,7.5,4.166.666.666.666.660,5.625,Não,741.666,10.0
,ALUNO-412,1.0,K,7.744.066.545.454.540,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,9.393.939.393.939.390,7.5,5.75,6.041.666.666.666.660,Não,7.055.549.999.999.990,10.0
,ALUNO-413,2.0,U,6.825.507.272.727.270,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.696.969.696.969.690,7.5,3.25,6.25,Não,7.555.556.666.666.660,5.0
Escola Pública,ALUNO-414,,,,,,,,,,,,,,,
,ALUNO-415,4.0,A,6.315.265.946.455.500,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,872.737.556.561.086,7.5,3.666.666.666.666.660,703.125,Não,67.083.275,2.5
Escola Pública,ALUNO-416,3.0,G,7.021.737.821.285.370,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,8.132.297.717.537.990,5.625,6.288.888.888.888.880,7.5,Não,66.249.925,5.0
,ALUNO-417,1.0,J,7.480.306.934.472.930,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.005.698.005.698.000,7.5,6.75,5.625,Não,6.833.326.666.666.660,10.0
,ALUNO-418,0.0,J,6.706.677.413.255.360,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.491.715.399.610.130,5.625,5.416.666.666.666.660,5.625,Não,6.999.995,5.0
,ALUNO-419,4.0,L,7.051.313.529.258.090,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,8.256.563.479.623.820,7.5,5.166.666.666.666.660,7.5,Não,68.333.275,5.0
,ALUNO-420,1.0,L,8.199.571.556.935.810,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,9.233.954.451.345.750,7.5,9.083.333.333.333.330,6.25,Sim,855.556,5.0
